235016082|nissan|love my nissan altima
453720624|nissan|whoever drives a white nissan frontier and thought it would be funny to park in my spot today, i will find you
1165257786|lexus|am selling my lexus lx570 used best offer ad also negotiable: this is regarding my used 2013 lexus lx570, i am...
273064151|nissan|every time i see a nissan it makes me miss my car 😭
9896932|tesla|dude in a tesla beside me totally just checked out my focus electric. #flattered?
246140893|toyota|feeling some type of way because i want the new 2015 toyota camry or avalon or even the corolla but my funds not right 😔
630806443|nissan|i won the 2nd star in my nissan 370z in #csrracing #raceyourfriends. download free!
3096188011|ferrari|my life is like a ferrari ... i don't have one
1011116312|kia|ms kia my baby!💖 she's always right there...
15933057|toyota|p sure my last fucks to give hopped off the roof of the toyota plaza about two hours ago.
2872803183|ferrari|i won the first star in my ferrari laferrari in #csrracing #raceyourfriends. download free!
629155822|mazda|might trade it in to get my dad a truck and they're going to try and get me a mazda 3
286828801|kia|watch kia ignore my text.
16856879|porsche|a little background on rwb, one of my favorite porsche customizers. via
3082823542|ferrari|truthful tuesday: i drive a ferrari to compensate for my tiny ovaries.
3053618732|kia|my own car did it by myself 2012 kia rio
40726576|porsche|my favorite shades vintage porsche design carrera 5621 atlier shops
2871611523|ferrari|hehe sorry it was the fastest way but anyways get into my ferrari *smiles* wanna drive?
24908940|audi|okay this new impala really has my heart. but ima chill until after i get my house and then i shall have my audi truck. #goals #itscoming
269634757|audi|wena audi enthusiast u must see my neighbours s3!!!
606649158|mazda|just picked up my brand new mazda 2 love love love it would highly recommend one
822170472|nissan|you and my dad will bond very easy 😂😂 his nissan is blue
212695154|audi|first mot on my audi tomorrow #audi #a1
1199268968|ferrari|i just might snatch a ferrari &amp; buy my boo a lamb
1033132453|tesla|vapin on some code 187 from official_tkovapor with my new doge v4 on my tesla invader ii
360340209|buick|i be so embarrassed when i have to drive my nannys old lady buick 😂
478035656|audi|you mean drive it :') wena audi enthusiast u must see my neighbours s3!!!
622318360|buick|off-roadin in my dodge buick
2740264678|audi|my obsession for cars is unreal, i would be an asset too bmw, audi or mercedes 🙋 should be a boy 😒😆
279749368|tesla|i really look forward to seeing more tesla in australia &amp; owning my first tesla. #outofreach #carbonfree
2361621198|buick|my stephen king book review blog: from a buick 8 book review
310643667|toyota|"""ayy girl look how cool i am in my toyota corolla with a loud ass muffler !"" - every 21 year old asian or white suburban kid ever. #stop"
1646239224|audi|my audi is so pretty ☺️
1029171210|ferrari|my brother gets to drive a ferrari tomorrow😩💔🙌
2718835586|nissan|for god's sakes alan, now i can't get rid of the sounds of patricia the woodchuck upchuking all over my nissan attempt... #lol #conman
144240264|audi|umm.. born midwives audi tt “funded by ohip” is kind of douchy sounding to start with and you may be parked illegally in my visitor spot.
379709422|hyundai|getting a new vehicle for my bday that can actually travel with out the fucking tires blowing out.. fuck you hyundai bitch mobile
345634340|porsche|one of my most favorite purchases so far, porsche design sport 😍
2952851924|nissan|shout out to my future husband. i hope you're doing well in uni. think about the house, the kids, and (my nissan patrol) ..love you!
1612575985|toyota|my choice between volkswagon beetle and a six years old toyota camry
621377101|nissan|i won the 3rd star in my nissan altima coupe in #csrracing #raceyourfriends. download free!
621377101|nissan|i just beat jake gordon in my nissan altima coupe in #csrracing #raceyourfriends! it's free!
1713794778|mazda|im replacing my super shitty car (1999 ford fiesta dont even have power steering lmao) with something like a 208 maybe or a mazda
977088552|ferrari|dear whoever is driving the white ferrari 458 on campus, it's my birthday so give me your car. thank you 😊
1571757787|lexus|lexus bring to many problems to my twitter 🙀🙀🙀
2911684743|kia|hopefully when my car gets in my name i can trade in the kia for a hyundai veloster turbo charged 😍😍
2787253451|nissan|i'm truly going to miss my nissan 😭
18694149|mazda|driving my kids all over area again tonight. i should trade my mazda for a old black benz and begin driving for uber. #familytaxi
598924281|audi|already missing driving my audi this weekend.
203782375|tesla|forever jealous of my brother for working at tesla 😭😭😭😭😭
2847783439|audi|i will own an audi some point in my life.
2320001652|hyundai|so happy to have a car again!! loved my last hyundai gonna love this one too!! #mycar #beamazing
62393481|toyota|know my choice between volkswagon beetle and a six years old toyota camry
2761106452|lexus|i like that i know my hr manager from my second job on a personal level and at lexus i can get whenever i want off.
169083903|tesla|the other day i saw someone with a tesla roadster and my mom didn't agree that they'd be a great person if we had to rob someone
1183230840|audi|to be fair, i'm a bit of an audi convert, but.... i love my fords. probably will be what i get next. i'd love a fusion hybrid
248992284|hyundai|2014 hyundai veloster #stg lovin my ride
1674972187|nissan|can someone bring me a fork to trophy nissan plz! i wanna eat my leftover pei wei😂
1466932459|audi|what's my mum doing getting rid of her audi for some angin mercedes
366897346|nissan|but will bring back my favorite character from - the nissan versa?
1857626940|audi|can't forget my audi 😩😏
348088922|kia|the link for mama kia and her funeral funds will be in my twitter and ig bios
260033562|mazda|now becky is my mazda
2216834555|kia|kia said i'm in trouble. cause gb sent a letter home of my interim that's from 12 fucking days ago.
1440089474|audi|"""trading that audi for a kia is like trading an oz of weed for a beer"" - my dad....."
2934032961|kia|i'm gonna steal it and put my kia in its place
23125748|audi|if you are driving your audi in the left lane and a prius passes you in the right lane, get the fuck off the road and out of my way 😒😒😒
301751155|kia|don't do me that, everybody knows how i am about my cubs- from kiara to kia
3089239804|toyota|my next car will definitely be a toyota hilux #topgear
391711401|audi|i gotta have a bmw or audi as my first car , 💯💯
243514954|audi|my audi a6
2535830751|ferrari|what's cooler than a ferrari 360spider? i need to step my game up tomorrow
2293744656|porsche|whaaaa my family has a porsche in texas. i'm about to see if i can drive it 👀
2943107805|ferrari|when i buy my ferrari i'm gonna dress mad hood and dusty
2595336330|ferrari|nah imma take my ferrari and swerve
999161666|toyota|hi friends atention pls my car was stolen in my hood on wenesady at the front of my house a toyota camry 2.2...
291769871|nissan|i'm blasting jeezy in this nissan versa because my thug must be validated.
256584789|hyundai|now i can tell my grandkids the story of how i watched the launch of the man who spent a year in space live at a hyundai dealership
76516777|kia|everytime i see a kia soul i'm just like wow those were made my hamsters
2684771692|audi|the matte black audi r8 is beautiful 😍 my. my. my. 😍
341319018|lexus|my iphone 5 works better than my iphone 6 in my lexus . makes no sense
159899712|ferrari|i fear you're right, my man! hopefully ferrari can put up some opposition
527564530|hyundai|car problems are stressful. never getting a hyundai in the future. my dark passenger is literally…
1258632283|ferrari|just saw a ferrari at my school.
492755679|kia|kia makes my life so harder like whyyyy is it because you already got somebody 😤😂😂😒
2436185136|buick|i feel like a super cool mawmaw driving my mom and dads old buick century 👵
17295818|mazda|anyone notice the mazda 3 seems to be wearing a big shit eating grin? there was one behind me and i kept seeing awesome face in my rearview.
2796672215|audi|wanna be in ga smoking a blunt, speeding in my audi black knight
34086972|kia|i own the 2015 legacy with the eyesight and my insurance actually went down compared to what i was paying for a 2012 kia optima.
277211903|buick|i miss my buick le saber
12482832|porsche|im like a porsche panamera, i can do two opposites really well, but don’t push my limits.
279882675|porsche|what happened to get together and rapping most fell off once the gun started clapping cliche of course took off in my windup porsche
149391134|lexus|in love with my future lexus 😍😍
2749355381|lexus|give lexus my #!
308018288|ferrari|yellow ferrari just passed up my house 😍😍😍😍😍
103069255|audi|w/ my woe audi 😘😘👭
1541929098|lexus|what will the next vision car be? just had my favourite one so far in the lexus :)
267507772|ferrari|ferrari and my my not coming next time they get on my last every time we come up here
2438700180|lexus|it's pretty common man, that's why i ended up buying my lexus sedan, still quick though
292679473|nissan|those 3 guys made my day at the nissan on church street.... ohhhh my gah.
60080599|buick|for sale: 2006 buick lacrosse cxl. blue with the grey interior. this something my homie willie jarrell epps would...
807290486|nissan|my bd think he gone be pushing it .. nigga crashed my nissan twice in a week i know not to give him the key to no infiniti ..
52850222|mazda|don't know what's cuter, my nails or that mazda symbol. 💅
2907455346|nissan|so i should stop referring to my nissan as anna huh? :(
30575698|nissan|it's cool with me.. i enjoy my tax free motoring with my nissan leaf :)
271996543|ferrari|yesterday was my 55th birthday.i haven't decided if its a good thing or bad since i have no desire to buy a ferrari or sleep with my best
261323350|kia|kia bakwas hai yaar i feel like smashing my tv
2895380413|kia|whippin the kia optima tonight😎, leavin my bitch parked tonight
160115043|lexus|trade my lexus in today. that was my baby. but on to this sports package 😛
1863869563|lexus|اكبر #سوق : advert of my lexus es 350 2013 car: #إعلان #بيع #حراج
217212225|ferrari|#granturismo challenge. beat my 2:09.970 suzuka circuit lap, ferrari f40 racing tires soft, manual shifting.
52991614|toyota|awesome! le mans def on my list. going to my first wec race this year - japan! can't wait. you gotta get a toyota ted :)
490841668|nissan|just got done racing a cadillac and a nissan altima on 695 , 😂😂 these niggas dont know with my new tires i can fly tf
22337231|lexus|well hello doing well thank you. i actually need to get in there and have a little lexus love done to my car
53190254|lexus|dude my uber is driving a nice ass lexus omg😍
3055373535|buick|rate my dunk from 1-10 do you think i would ve won the buick bracket showdown see all the shots at b
2712038603|toyota|my dad helps his fiancé buy a mustang but i want a toyota tundra, i have to buy it myself. are you serious?
2612844092|toyota|i hate that i have to drop off my car again at toyota services. 😠
355862870|porsche|some guy just called my house and told me to tell my gramps that he is willing to pay top dollar for my grandpas porsche in cash. nah.
50403537|nissan|morning my team .. morning my honey my love .. (with julie at nissan wahana megaputra latimojong) —
222519123|toyota|the games finished,off to get my toyota
237369417|nissan|i hope they bring the nissan frontier disel to the usa, that would be my next rig
2268166961|nissan|i won the 2nd star in my nissan altima coupe in #csrracing #raceyourfriends. download free!
2273570926|kia|kkkkkkkkkkkkkk oh my god you are very crazy kia
9244262|tesla|are any tesla owners driving for that you know of? random curiosity that just popped into my head.
261091759|ferrari|i parked between a ferrari and a mclaren. my car only looks slightly out of place
128793744|toyota|debating hardcore on giving up my 06 toyota corolla s for a 99 jeep cherokee.
2476486701|hyundai|if someone drives to bensalem and runs me over you can take my brand new hyundai sonata 2015 sport edition home with you #killmenow
2404964302|audi|i won the 2nd star in my audi r8 lms ultra in #csrracing #raceyourfriends. download free!
475931237|toyota|houston rockets game with my love😘❤️🏀 houston toyota center
569496744|ferrari|loool how can lil wayne's daughter get a bmw and a ferrari for her 16th ?? do i even have money on my oyster?
27912357|audi|audi a7 perfect time to get it, niggas tried to chick my cd like they playing discus, i never falter, sightly alter but the same description
34438392|nissan|got my front brakes and rotors done today at nissan for $325.. i don't if that's a good deal, or if i got ripped off 😩😕
139235890|lexus|"03 lexus .. my shit gone look dumb asf w/the 24"""
2215764969|toyota|it was me and my dawgs, summer on summer riding around like we dumber on dumber whipping that toyota like it's a hummer!
1315375100|audi|drove my first audi standard tonight, i'm in love 😍
1945069790|lexus|my bad im dyslexic in a four door mango lexus
2225694343|porsche|no top on my porsche im on my foreign shit
1573342644|buick|yes my buick has wi-fi for the 385829th time
470711380|audi|the new audi r8 lowkey got my heart
606736850|toyota|registered my toyota here we goooooo
65739564|lexus|lexus rx 300 series 2: hi new to this site so please be gentle. my lexus rx300 had severe n... #lexus #automotive
1344858192|ferrari|my sexy ass ferrari 😏😂
387917617|audi|taking my little dash to audi in the morning and picking up the upgraded version of dash and i just cannot sleep 😝 hurry up
63168410|audi|i just saw tony starks audi r8 get trashed, my heart has been ripped apart.
2649912343|nissan|"""you going against a nissan gt-r, my buddy brian says its like shooting a gun"" omg the here come the feels 😢"
266123671|audi|audi r8 keeps flying past my house at 100miles per hour 😩
878812574|nissan|i won the 2nd star in my nissan 370z in #csrracing #raceyourfriends. download free!
2600329110|nissan|got my front brakes and rotors done today at nissan for $325.. i don't if that's a good deal, or if i got ripped ” thats good
792156122|ferrari|my nephew turned one today and got a ferrari nbd
436200790|audi|gave my dad my last remains of cowie and he's sniffing it off the dash board in the audi
18370448|nissan|signed my first car ownership contract today. lookin' like a 2010 nissan versa, folks
357240021|kia|just raced some little girl in a black wrx and my kia kicked their butt 😉
404188520|lexus|lexus event djing for my amazing friend kristi smith willis. congratulations kristi with your lexus for your...
67516726|nissan|i won the 2nd star in my nissan altima coupe in #csrracing #raceyourfriends. download free!
859026996|audi|so we went from just going into audi to die over the cars, ended up my sister buying one.
90656154|audi|this audi been the only thing on my mind. soon.
98895688|ferrari|my doctor drives a ferrari &amp; he'll collect gst from me from next week
2988422260|audi|audi this car is my goal. this car is my motivation.
376966894|toyota|my brand new toyota camry #2015 😭💕💕💕
2349346462|lexus|my mom's lexus is too sexy😍😍😍
1901731448|lexus|i want a lexus 😭😭😍😍 just because it's my name 😂😂 its *lexis😂😂😭
26107696|tesla|saw my first tesla in the wild in sydney the other day
484466208|nissan|alert to all white girls around my age &amp; soccer moms alike....the nissan rogue has a recall!!! lucky us!!!
61270126|audi|hopefully have my second car next week. excited for the audi for work
2993561140|mazda|dustin , my brother, just bought a mazda 3 that's blue for 10,000
1092874052|tesla|can you send me a tesla s for a review? you may keep and use my review, i want the same for the telsa s (can't afford one)
2398748785|porsche|i'm a bad bitch he put my ass inside a porsche 💁😍💋🚗💨
1240396518|tesla|my goal is to get a tesla car
180212766|hyundai|hyundai forklift lifted my expectations once again - promat 2015!
54164755|nissan|#mtv check out my nearly new 1991 nissan sentra!
61726845|nissan|#mtv check out my nearly new 1991 nissan sentra!
53872060|nissan|#mtv check out my nearly new 1991 nissan sentra!
53863079|nissan|#mtv check out my nearly new 1991 nissan sentra!
61829640|nissan|#mtv check out my nearly new 1991 nissan sentra!
60001017|nissan|#mtv check out my nearly new 1991 nissan sentra!
54159066|nissan|#mtv check out my nearly new 1991 nissan sentra!
62173880|nissan|#mtv check out my nearly new 1991 nissan sentra!
76851294|nissan|#mtv check out my nearly new 1991 nissan sentra!
54161945|nissan|#mtv check out my nearly new 1991 nissan sentra!
54166805|nissan|#mtv check out my nearly new 1991 nissan sentra!
2708380706|nissan|#mtv check out my nearly new 1991 nissan sentra!
62006934|nissan|#mtv check out my nearly new 1991 nissan sentra!
2924777514|nissan|check out my nearly new 1991 nissan sentra!
2924760798|nissan|check out my nearly new 1991 nissan sentra!
2924821874|nissan|check out my nearly new 1991 nissan sentra!
2919143697|nissan|check out my nearly new 1991 nissan sentra!
2924838374|nissan|check out my nearly new 1991 nissan sentra!
2919217306|nissan|check out my nearly new 1991 nissan sentra!
2928175350|nissan|check out my nearly new 1991 nissan sentra!
2924829410|nissan|check out my nearly new 1991 nissan sentra!
517074361|nissan|check out my nearly new 1991 nissan sentra!
2481787181|nissan|check out my nearly new 1991 nissan sentra!
241795850|ferrari|"""money doesn't buy happiness, but i would rather cry in a ferrari than on my rusty bike."""
2243407398|tesla|i'm flattered that nikola tesla favorited my old post 😝 lol 😂
619313274|lexus|happy birthday to my blood cousin lexus gothella fansz 󾭻😈⛽️󾓝
1028132418|mazda|my dad just called the mazda a whore 😂😂
87083515|lexus|also besides getting into nyu, i now am a proud owner of a lexus lx450... !#lexusbrothers with my boy
301265642|lexus|was smashin in my boys lexus is450 all over the city today like a boss
2151350468|lexus|way to go tara!! my direct sponsor just promoted to the rank of emerald, which means a free lexus and a yearly...
122785975|audi|i remember he actually missed a penalty against my team in the audi cup 2011
28833509|audi|i won the first star in my audi r8 v10 fsi in #csrracing #raceyourfriends. download free!
1369318801|toyota|#austinsales 1998 toyota 4 runner good shape (15704 coonie st austin tx) $3300: i'm selling my 98 toyota 4 run...
101641742|nissan|if someone wants to buy me a '99 nissan skyline r-34 well please do because it's my dream car thx appreciate it.
2897810496|audi|i won the 3rd star in my audi rs 3 sportback in #csrracing #raceyourfriends. download free!
233561749|audi|trying to force my bro to get an audi r8 from his dad for his grad present but he wants to wait until he finishes med school😥
237548293|ferrari|so sorry sorry , pull up in my new ferrari 💸
118445083|tesla|no matter how many tesla ads i see, it's not the future until i can edit my tweets.
497847191|kia|i only know you jiu hu kia my house with the rest ok 😌 that day so many jiu hu kia omg
1935222157|ferrari|hublot + ferrari = my wildest dreams in the flesh forza ferrari in malaysia! sempre ferrari!
452371879|toyota|fucking car died on my ass in mc donald's..son i just got a new battery in october 😤 im really about to fade toyota stg
65188902|nissan|if i had all the money i spent on phone chargers this year back i could buy my mama and my daddy 2009 nissan maximas with tint
417517695|kia|great job ashley, ciera, and my baby girl kia on winning 1st place in relay race today. my baby…
2732001562|ferrari|i won the 2nd star in my ferrari f430 in #csrracing #raceyourfriends. download free!
416730494|tesla|so my dad just got his tesla and i actually might steal it. contact me if you're a criminal
132389519|ferrari|when the ferrari 14s came out, my moms told me i needed to find a way to get her a pair. 😐 it's been a while now 😂
135384385|toyota|check out my toyota center tickets for sale on flash seats®
1973113002|ferrari|pull up in a ferrari hold i'm trippin pull up in foreign my bitch name ferrari
177632035|audi|my dad is towing an audi r8 lowkey trying to convince him to steal it for me
1138359524|buick|s/o my buick regal days..
264464690|kia|me and kia are cousins. she deff ain't about to stop being my friend. 😌
364064269|audi|my audi ❤️❤️❤️
317346613|kia|��what if - and this sounds crazy - what if we based the look on this drawing my 3 year old made?� - design team for kia soul
83208385|audi|there really is no way i can be a broke nigga like bruh lol i have to own an audi one day i'm not sitting on my ass
269600914|buick|i sold my buick in less than 24 hours of putting it up for sale.... praise. the. lord.
56294488|toyota|my 2010 toyota prius ac no longer blows cold air and there is a rubber smell when the heater is on. -
332674647|audi|cries to my mom for an audi
1340227177|ferrari|my boy cheated on his girl and she wrote on his ferrari xivs lmaoo
2997994075|lexus|man, my wife gon' be lucky. ima' just splurge one day and get her a lexus 250 or something
2994380151|ferrari|money doesn't buy happiness................................... but i'd rather cry in a ferrari then on my bike
2341814678|porsche|i'm sad my neighbours moved away. not because i'll miss them, but because i never got the chance to fart on their porsche
1927448808|mazda|i appreciate my mazda so much more now that i'm driving this slow ass car -.-
1450708309|audi|my dad is towing an audi r8 lowkey trying to convince him to steal it for me”savage
89204499|toyota|my view right now #rocketsandtimberwolves houston toyota center
177455411|buick|in my day, h&amp;8th was a just a guy selling bags of shrimp from the trunk of a buick regal.
289052323|buick|i'm tryna pull up in that red buick on white walls wit a dirty pair of domo undies on my rearview.
58598739|toyota|the perks of being employed by a dealership, congrats to my brother-in-law on his new toyota tacoma! 😄😏
255886281|kia|"only my sis kia specialmade calhoun knew what was up when i said ""single life......."" now i see which chick's are..."
392481390|ferrari|well yeah. i'd prefer a ferrari over my suzuki. what are the price differences? scarlet vs alexa?
1473190382|ferrari|i want to get a pontiac fiero and make the thing look just like a ferrari just because calling my micro a sprint car isn't enough
2877762333|nissan|one day ill be in my nissan gtr cruising in london at night with this on
878812574|nissan|i won the 3rd star in my nissan altima coupe in #csrracing #raceyourfriends. download free!
58598739|toyota|congrats to my brother-in-law on his new 2015 toyota tacoma! 😄😏
79540580|ferrari|hurt my eyes seeing a ferrari get into an accident
994423700|lexus|got to rally a 2015 rental lexus around for a few days, then they cleaned my car and filled the tank when i got it back, fuckin too trill
814205851|ferrari|there's a maybach &amp; ferrari posted on my block rn.
624118898|toyota|especially my weird desire for an old toyota camry.
2197212278|toyota|"your story just made my night ""do you fuck with bad boys?"" ""bitch you are in a toyota camry what bad boy"" 😂😂"
3042495100|nissan|i won the 2nd star in my nissan gt-r gt3 in #csrracing #raceyourfriends. download free!
1663671942|kia|kia i got my dress in the closet let's go lol
241736583|mazda|i like how my dad wants me to fix my mazda instead of selling it 😎😁
115773318|ferrari|dnt test my intelligence i know a ferrari goes 200 km/h under 7 seconds it's called a metaphor what u uneducated bishes dnt understand 😏
112644586|hyundai|i am in a hyundai sonata with my family. 5 of us. it's going great.
34105533|porsche|i want a fucking porsche for prom. at least a audi.” lol my friend said he might let me get his a7
892554122|ferrari|check out my ferrari 250 gt berlinetta in #csrclassics! it's free!
50318078|buick|foto: oldschoolgarage: best buick tail lights in my opinion #custom #vintage #pinup #oldiscool #blogenerico...
2984601124|nissan|the fact that my grandfather is giving me his nissan for the summer 😍😍😍😍
317225305|kia|just made a deal with the devil. i got a ps2, half a box of white wine and an autographed photo of george bush in exchange for my kia soul.
386861750|buick|my buick has wifi
228948212|buick|so what the new buick has wifi! my 2005 has wifi too. #note3 #cricketwireless
1659019153|nissan|that my friends is not a 2015, but a 2016, nissan gtr.
942586484|porsche|hoping my uncle let's me take the porsche prom weekend 🙏
1528044308|ferrari|i won the first star in my ferrari f430 in #csrracing #raceyourfriends. download free!
2570193748|audi|my dad had a custom built '83 audi imported from germany in '84 and a custom built 95 bimmer imported from germany in '94... so ...
819506491|ferrari|i want that ferrari then i swerve i want that bugatti just to hurt i ain't rockin' my jewelry that's on purpose
29299774|porsche|just copped a porsche tip toeing in my foreign
1565264270|kia|kia retweeted my tweet but didn't text me back that's why she my not best friend now 😅
346980537|ferrari|i just might snatch a ferrari and buy my boo a lamb' i just might snatch her a necklace, drop a couple on a ringg
144065629|buick|my dream car is a buick grand national. that's that. it has been for years.
2917760569|porsche|i get to meet some pretty cool people. my friend has been tracking his porsche 918 on a weekly basis since he got …
