1	T
2	F
3	T
4	T
5	F
6	F
7	F
8	F
9	F
10	F
11	F
12	F
13	F
14	F
15	T
16	T
17	T
18	T
19	T
20	F
21	T
22	F
23	T
24	F
25	F
26	T
27	F
28	T
29	F
30	F
31	F
32	F
33	T
34	F
35	F
36	F
37	F
38	T
39	T
40	F
41	F
42	F
43	F
44	F
45	T
46	F
47	T
48	T
49	T
50	F
51	F
52	T
53	F
54	F
55	F
56	F
57	F
58	F
59	F
60	F
61	T
62	F
63	T
64	F
65	F
66	F
67	F
68	F
69	F
70	F
71	T
72	F
73	F
74	F
75	T
76	F
77	F
78	F
79	F
80	F
81	T
82	F
83	F
84	F
85	F
86	F
87	F
88	T
89	F
90	T
91	F
92	F
93	F
94	F
95	F
96	T
97	T
98	F
99	T
100	F
101	F
102	T
103	F
104	T
105	T
106	F
107	F
108	T
109	T
110	T
111	F
112	F
113	F
114	F
115	F
116	F
117	F
118	T
119	F
120	F
121	F
122	F
123	F
124	F
125	F
126	F
127	T
128	T
129	F
130	F
131	F
132	F
133	T
134	F
135	F
136	T
137	T
138	T
139	T
140	F
141	T
142	T
143	T
144	T
145	F
146	F
147	F
148	F
149	T
150	F
151	F
152	T
153	T
154	F
155	F
156	F
157	F
158	F
159	F
160	T
161	F
162	F
163	F
164	F
165	T
166	F
167	F
168	F
169	F
170	F
171	T
172	T
173	T
174	T
175	T
176	T
177	T
178	T
179	T
180	T
181	T
182	T
183	T
184	T
185	T
186	T
187	T
188	T
189	T
190	T
191	T
192	T
193	T
194	F
195	F
196	F
197	F
198	F
199	F
200	F
201	F
202	F
203	T
204	F
205	F
206	F
207	T
208	F
209	F
210	F
211	T
212	F
213	F
214	F
215	F
216	F
217	F
218	T
219	F
220	F
221	F
222	T
223	F
224	F
225	T
226	T
227	F
228	F
229	F
230	F
231	F
232	T
233	F
234	F
235	F
236	T
237	F
238	F
239	F
240	F
241	F
242	F
243	F
244	F
245	F
246	F
247	F
248	F
249	F
250	F
251	T
252	F
253	F
254	F
255	T
256	F
257	T
258	F
259	T
260	T
261	F
262	F
263	F
264	F
265	F
266	F
267	F
268	F
269	F
270	F
271	F
272	T
273	F
274	F
275	T
