3385,T
3386,F
3387,F
3388,F
3389,F
3390,F
3391,F
3392,F
3393,F
3394,F
3395,F
3396,F
3397,T
3398,F
3399,F
3400,F
3401,F
3402,F
3403,T
3404,F
3405,F
3406,F
3407,F
3408,F
3409,F
3410,F
3411,F
3412,F
3413,T
3414,F
3415,F
3416,F
3417,F
3418,T
3419,F
3420,F
3421,F
3422,F
3423,T
3424,F
3425,T
3426,F
3427,F
3428,F
3429,F
3430,F
3431,F
3432,F
3433,F
3434,F
3435,T
3436,F
3437,F
3438,F
3439,F
3440,T
3441,F
3442,F
3443,F
3444,F
3445,T
3446,F
3447,F
3448,F
3449,F
3450,T
3451,F
3452,F
3453,F
3454,F
3455,F
3456,F
3457,F
3458,F
3459,F
3460,F
3461,F
3462,F
3463,F
3464,F
3465,F
3466,F
3467,F
3468,F
3469,F
3470,F
3471,F
3472,T
3473,F
3474,F
3475,F
3476,F
3477,F
3478,F
3479,F
3480,F
3481,T
3482,T
3483,F
3484,T
3485,F
3486,F
3487,F
3488,F
3489,F
3490,F
3491,F
3492,F
3493,F
3494,F
3495,F
3496,F
3497,F
3498,F
3499,F
3500,F
3501,F
3502,F
3503,F
3504,F
3505,F
3506,F
3507,F
3508,F
3509,T
3510,F
3511,F
3512,F
3513,F
3514,F
3515,F
3516,F
3517,F
3518,F
3519,F
3520,F
3521,F
3522,F
3523,F
3524,F
3525,F
3526,F
3527,T
3528,F
3529,F
3530,F
3531,F
3532,F
3533,F
3534,F
3535,F
3536,F
3537,F
3538,F
3539,F
3540,F
3541,F
3542,F
3543,F
3544,F
3545,F
3546,F
3547,F
3548,F
3549,F
3550,F
3551,F
3552,F
3553,F
3554,F
3555,F
3556,F
3557,F
3558,F
3559,F
3560,F
3561,F
3562,F
3563,F
3564,F
3565,F
3566,F
3567,F
3568,F
3569,F
3570,F
3571,F
3572,T
3573,F
3574,F
3575,F
3576,F
3577,F
3578,F
3579,F
3580,F
3581,F
3582,F
3583,F
3584,F
3585,F
3586,F
3587,F
3588,F
3589,F
3590,F
3591,F
3592,F
3593,F
3594,F
3595,T
3596,F
3597,F
3598,F
3599,F
3600,F
3601,F
3602,F
3603,F
3604,F
3605,F
3606,F
3607,T
3608,F
3609,F
3610,F
3611,F
3612,F
3613,F
3614,F
3615,F
3616,F
3617,F
3618,F
3619,F
3620,F
3621,F
3622,F
3623,F
3624,F
3625,F
3626,F
3627,F
3628,F
3629,F
3630,F
3631,F
3632,F
3633,F
3634,T
3635,F
3636,F
3637,F
3638,T
3639,F
3640,F
3641,F
3642,F
3643,F
3644,F
3645,F
3646,F
3647,F
3648,F
3649,F
3650,F
3651,T
3652,F
3653,F
3654,F
3655,F
3656,F
3657,F
3658,F
3659,F
3660,F
3661,F
3662,F
3663,F
3664,F
3665,F
3666,F
3667,T
3668,F
3669,F
3670,F
3671,F
3672,F
3673,T
3674,T
3675,F
3676,F
3677,F
3678,F
3679,F
3680,F
3681,F
3682,F
3683,F
3684,F
3685,F
3686,F
3687,F
3688,F
3689,F
3690,F
3691,F
3692,F
3693,F
3694,F
3695,F
3696,T
3697,F
3698,F
3699,F
3700,F
3701,F
3702,F
3703,F
3704,F
3705,F
3706,F
3707,F
3708,F
3709,F
3710,T
3711,T
3712,F
3713,T
3714,F
3715,F
3716,F
3717,F
3718,F
3719,F
3720,T
3721,F
3722,T
3723,T
3724,F
3725,F
3726,F
3727,T
3728,F
3729,F
3730,F
3731,F
3732,F
3733,F
3734,F
3735,F
3736,F
3737,F
3738,F
3739,F
3740,F
3741,F
3742,F
3743,F
3744,F
3745,F
3746,F
3747,F
3748,F
3749,F
3750,F
3751,F
3752,F
3753,F
3754,F
3755,F
3756,F
3757,F
3758,F
3759,F
3760,F
3761,F
3762,F
3763,F
3764,F
3765,F
3766,F
3767,F
3768,F
3769,F
3770,F
3771,F
3772,F
3773,F
3774,F
3775,F
3776,F
3777,F
3778,F
3779,F
3780,F
3781,F
3782,F
3783,F
3784,F
3785,F
3786,F
3787,F
3788,F
3789,F
3790,F
3791,F
3792,F
3793,F
3794,F
3795,F
3796,F
3797,F
3798,F
3799,F
3800,F
3801,F
3802,F
3803,F
3804,T
3805,F
3806,F
3807,F
3808,F
3809,F
3810,F
3811,F
3812,F
3813,F
3814,F
3815,F
3816,F
3817,F
3818,F
3819,F
3820,F
3821,F
3822,F
3823,F
3824,T
3825,T
3826,F
3827,F
3828,F
3829,F
3830,F
3831,T
3832,F
3833,F
3834,F
3835,F
3836,F
3837,F
3838,F
3839,F
3840,F
3841,F
3842,F
3843,F
3844,F
3845,F
3846,F
3847,F
3848,F
3849,F
3850,F
3851,F
3852,F
3853,F
3854,F
3855,F
3856,F
3857,F
3858,F
3859,F
3860,F
3861,F
3862,F
3863,F
3864,F
3865,F
3866,F
3867,F
3868,F
3869,F
3870,F
3871,F
3872,F
3873,F
3874,F
3875,F
3876,F
3877,F
3878,F
3879,F
3880,F
3881,F
3882,F
3883,F
3884,F
3885,F
3886,F
3887,F
3888,T
3889,T
3890,F
3891,F
3892,F
3893,F
3894,F
3895,F
3896,F
3897,F
3898,F
3899,F
3900,F
3901,F
3902,F
3903,F
3904,F
3905,F
3906,F
3907,T
3908,F
3909,F
3910,F
3911,F
3912,F
3913,F
3914,F
3915,F
3916,F
3917,F
3918,T
3919,T
3920,F
3921,F
3922,F
3923,F
3924,F
3925,F
3926,F
3927,T
3928,F
3929,F
3930,F
3931,T
3932,F
3933,F
3934,F
3935,F
3936,F
3937,T
3938,F
3939,F
3940,F
3941,F
3942,F
3943,F
3944,F
3945,F
3946,F
3947,F
3948,F
3949,F
3950,T
3951,T
3952,F
3953,F
3954,F
3955,F
3956,F
3957,F
3958,F
3959,F
3960,F
3961,F
3962,F
3963,F
3964,F
3965,F
3966,F
3967,F
3968,F
3969,F
3970,T
3971,F
3972,F
3973,T
3974,F
3975,F
3976,F
3977,F
3978,F
3979,T
3980,F
3981,F
3982,F
3983,T
3984,F
3985,F
3986,F
3987,F
3988,F
3989,F
3990,F
3991,F
3992,F
3993,T
3994,F
3995,T
3996,F
3997,F
3998,F
3999,F
4000,F
4001,T
4002,T
4003,F
4004,T
4005,F
4006,F
4007,T
4008,F
4009,T
4010,T
4011,T
4012,F
4013,F
4014,F
4015,F
4016,T
4017,F
4018,F
4019,F
4020,F
4021,F
4022,F
4023,F
4024,F
4025,F
4026,F
4027,F
4028,F
4029,F
4030,F
4031,T
4032,F
4033,F
4034,F
4035,F
4036,F
4037,F
4038,F
4039,F
4040,F
4041,F
4042,F
4043,F
4044,F
4045,F
4046,F
4047,F
4048,T
4049,F
4050,F
4051,F
4052,F
4053,T
4054,F
4055,F
4056,F
4057,F
4058,F
4059,F
4060,F
4061,F
4062,F
4063,F
4064,F
4065,F
4066,T
4067,F
4068,F
4069,F
4070,F
4071,F
4072,F
4073,F
4074,F
4075,T
4076,T
4077,F
4078,F
4079,F
4080,T
4081,F
4082,F
4083,F
4084,T
4085,F
4086,F
4087,F
4088,F
4089,F
4090,F
4091,F
4092,F
4093,T
4094,F
4095,F
4096,T
4097,F
4098,F
4099,T
4100,F
4101,T
4102,F
4103,F
4104,T
4105,T
4106,F
4107,F
4108,F
4109,T
4110,F
4111,F
4112,F
4113,F
4114,T
4115,F
4116,F
4117,F
4118,F
4119,F
4120,F
4121,F
4122,F
4123,T
4124,F
4125,F
4126,F
4127,T
4128,F
4129,F
4130,F
4131,F
4132,F
4133,F
4134,F
4135,F
4136,F
4137,F
4138,F
4139,F
4140,F
4141,F
4142,F
4143,F
4144,F
4145,F
4146,F
4147,F
4148,F
4149,F
4150,F
4151,F
4152,T
4153,T
4154,F
4155,F
4156,F
4157,F
4158,F
4159,F
4160,F
4161,F
4162,F
4163,F
4164,F
4165,F
4166,F
4167,T
4168,F
4169,F
4170,T
4171,F
4172,F
4173,F
4174,F
4175,T
4176,F
4177,F
4178,T
4179,F
4180,F
4181,F
4182,F
4183,F
4184,F
4185,F
4186,F
4187,F
4188,F
4189,F
4190,F
4191,F
4192,F
4193,F
