1001;F
1002;F
1003;F
1004;F
1005;F
1006;T
1007;F
1008;F
1009;F
1010;F
1011;F
1012;F
1013;F
1014;F
1015;F
1016;F
1017;T
1018;F
1019;F
1020;F
1021;F
1022;T
1023;F
1024;F
1025;F
1026;F
1027;F
1028;F
1029;F
1030;F
1031;F
1032;F
1033;F
1034;F
1035;F
1036;F
1037;F
1038;F
1039;F
1040;F
1041;T
1042;T
1043;T
1044;T
1045;F
1046;F
1047;F
1048;T
1049;T
1050;F
1051;F
1052;F
1053;F
1054;F
1055;F
1056;F
1057;F
1058;F
1059;F
1060;F
1061;F
1062;F
1063;T
1064;F
1065;F
1066;F
1067;F
1068;F
1069;T
1070;T
1071;F
1072;F
1073;F
1074;F
1075;F
1076;F
1077;F
1078;F
1079;F
1080;T
1081;F
1082;F
1083;T
1084;F
1085;F
1086;F
1087;F
1088;F
1089;F
1090;T
1091;F
1092;T
1093;T
1094;F
1095;F
1096;F
1097;T
1098;F
1099;F
1100;F
1101;F
1102;F
1103;F
1104;F
1105;F
1106;F
1107;F
1108;F
1109;F
1110;T
1111;F
1112;F
1113;F
1114;F
1115;F
1116;F
1117;F
1118;F
1119;T
1120;F
1121;F
1122;F
1123;F
1124;F
1125;F
1126;F
1127;F
1128;F
1129;F
1130;F
1131;F
1132;F
1133;F
1134;F
1135;F
1136;F
1137;F
1138;F
1139;F
1140;F
1141;F
1142;F
1143;F
1144;F
1145;T 
1146;F
1147;F
1148;F
1149;F
1150;F
1151;F
1152;F
1153;T 
1154;F
1155;F
1156;F
1157;F
1158;F
1159;F
1160;F
1161;F
1162;F
1163;F
1164;F
1165;F
1166;F
1167;F
1168;F
1169;F
1170;F
1171;F
1172;F
1173;F
1174;F
1175;F
1176;T
1177;F
1178;F
1179;F
1180;F
1181;F
1182;F
1183;F
1184;F
1185;F
1186;F
1187;F
1188;F
1189;F
1190;F
1191;T
1192;F
1193;F
1194;T
1195;T
1196;F
1197;F
1198;F
1199;F
1200;T
1201;F
1202;F
1203;F
1204;F
1205;F
1206;F
1207;F
1208;T 
1209;F
1210;F
1211;F
1212;T
1213;F
1214;F
1215;F
1216;F
1217;T
1218;F
1219;F
1220;F
1221;T
1222;F
1223;F
1224;F
1225;F
1226;F
1227;F
1228;F
1229;T 
1230;F
1231;T
1232;T
1233;F
1234;T
1235;F
1236;F
1237;F
1238;F
1239;F
1240;F
1241;T
1242;F
1243;F
1244;F
1245;T
1246;F
1247;F
1248;F
1249;F
1250;F
1251;F
1252;F
1253;F
1254;F
1255;F
1256;F
