3001,F
3002,F
3003,F
3004,F
3005,F
3006,F
3007,F
3008,F
3009,F
3010,F
3011,F
3012,F
3013,F
3014,F
3015,F
3016,F
3017,T
3018,F
3019,T
3020,T
3021,T
3022,T
3023,F
3024,T
3025,F
3026,T
3027,T
3028,T
3029,T
3030,F
3031,T
3032,F
3033,F
3034,T
3035,F
3036,T
3037,N
3038,F
3039,T
3040,F
3041,T
3042,F
3043,N
3044,N
3045,N
3046,T
3047,T
3048,T
3049,T
3050,T
3051,T
3052,F
3053,N
3054,N
3055,T
3056,F
3057,N
3058,F
3059,T
3060,F
3061,N
3062,N
3063,F
3064,N
3065,T
3066,N
3067,F
3068,T
3069,N
3070,T
3071,F
3072,N
3073,N
3074,N
3075,N
3076,N
3077,N
3078,F
3079,N
3080,N
3081,N
3082,T
3083,F
3084,T
3085,F
3086,F
3087,F
3088,T
3089,T
3090,T
3091,T
3092,F
3093,T
3094,F
3095,F
3096,T
3097,F
3098,F
3099,F
3100,T
3101,F
3102,T
3103,T
3104,T
3105,F
3106,F
3107,F
3108,T
3109,F
3110,T
3111,F
3112,T
3113,F
3114,T
3115,T
3116,T
3117,T
3118,F
3119,T
3120,T
3121,T
3122,F
3123,F
3124,F
3125,T
3126,F
3127,N
3128,N
3129,N
3130,N
3131,N
3132,F
3133,F
3134,T
3135,N
3136,F
3137,T
3138,N
3139,T
3140,F
3141,F
3142,F
3143,F
3144,F
3145,F
3146,T
3147,F
3148,T
3149,F
3150,F
3151,F
3152,F
3153,F
3154,F
3155,F
3156,T
3157,F
3158,F
3159,F
3160,F
3161,T
3162,T
3163,T
3164,T
3165,T
3166,N
3167,N
3168,N
3169,T
3170,T
3171,T
3172,F
3173,F
3174,T
3175,F
3176,F
3177,T
3178,F
3179,N
3180,T
3181,F
3182,F
3183,F
3184,T
3185,F
3186,F
3187,F
3188,F
3189,F
3190,F
3191,F
3192,F
3193,F
3194,F
3195,F
3196,F
3197,F
3198,F
3199,F
3200,F
3201,F
3202,F
3203,F
3204,F
3205,F
3206,F
3207,F
3208,T
3209,F
3210,F
3211,T
3212,F
3213,F
3214,F
3215,F
3216,F
3217,T
3218,F
3219,F
3220,T
3221,F
3222,T
3223,F
3224,F
3225,T
3226,F
3227,F
3228,F
3229,F
3230,F
3231,F
3232,T
3233,T
3234,F
3235,T
3236,T
3237,T
3238,T
3239,T
3240,F
3241,T
3242,F
3243,F
3244,F
3245,F
3246,T
3247,T
3248,F
3249,F
3250,F
3251,T
3252,F
3253,F
3254,T
3255,T
3256,T
3257,T
3258,T
3259,F
3260,F
3261,F
3262,F
3263,F
3264,F
3265,F
3266,F
3267,T
3268,T
3269,T
3270,F
3271,F
3272,T
3273,F
3274,F
3275,F
3276,F
3277,T
3278,T
3279,F
3280,F
3281,F
3282,F
3283,F
3284,F
3285,T
3286,T
3287,F
3288,F
3289,F
3290,F
3291,F
3292,F
3293,F
3294,T
3295,T
3296,F
3297,F
3298,T
3299,F
3300,F
3301,F
3302,T
3303,T
3304,F
3305,F
3306,F
3307,T
3308,F
3309,T
3310,F
3311,F
3312,F
3313,F
3314,F
3315,F
3316,F
3317,F
3318,F
3319,F
3320,F
3321,F
3322,T
3323,T
3324,F
3325,T
3326,F
3327,T
3328,F
3329,F
3330,F
3331,F
3332,T
3333,F
3334,F
3335,F
3336,T
3337,F
3338,F
3339,T
3340,F
3341,T
3342,F
3343,F
3344,T
3345,T
3346,F
3347,T
3348,T
3349,F
3350,F
3351,F
3352,F
3353,T
3354,F
3355,T
3356,T
3357,F
3358,T
3359,F
3360,F
3361,T
3362,F
3363,T
3364,F
3365,F
3366,F
3367,T
3368,T
3369,T
3370,F
3371,T
3372,T
3373,F
3374,F
3375,F
3376,F
