1;F
2;F
3;F
4;F
5;T
6;F
7;F
8;T
9;T
10;T
11;T
12;F
13;T
14;T
15;N
16;N
17;N
18;N
19;N
20;N
21;N
22;N
23;N
24;N
25;N
26;T
27;T
28;T
29;F
30;T
31;T
32;T
33;T
34;T
35;F
36;N
37;F
38;N
39;F
40;F
41;F
42;F
43;F
44;F
45;F
46;F
47;F
48;F
49;T
50;N
51;T
52;F
53;T
54;N
55;F
56;F
57;F
58;T
59;N
60;F
61;T
62;F
63;T
64;T
65;F
66;F
67;F
68;T
69;F
70;T
71;F
72;T
73;T
74;F
75;F
76;F
77;F
78;T
79;F
80;F
81;T
82;T
83;F
84;T
85;N
86;N
87;N
88;N
89;F
90;T
91;T
92;T
93;F
94;F
95;T
96;F
97;F
98;F
99;T
100;T
101;T
102;T
103;F
104;F
105;T
106;F
107;F
108;T
109;F
110;F
111;T
112;T
113;T
114;F
115;F
116;F
117;F
118;F
119;F
120;F
121;T
122;N
123;N
124;F
125;F
126;T
127;T
128;F
129;F
130;T
131;T
132;T
133;T
134;T
135;T
136;T
137;T
138;T
139;F
140;F
141;F
142;F
143;T
144;T
145;F
146;F
147;T
148;T
149;T
150;F
151;T
152;F
153;F
154;T
155;F
156;F
157;F
158;F
159;F
160;F
161;F
162;F
163;F
164;T
165;F
166;F
167;F
168;F
169;T
170;F
171;F
172;F
173;F
174;T
175;F
176;F
177;T
178;F
179;F
180;F
181;F
182;F
183;T
184;F
185;F
186;F
187;T
188;F
189;F
190;T
191;F
192;T
193;T
194;F
195;F
196;T
197;T
198;T
199;F
200;F
201;F
202;F
203;F
204;F
205;F
206;F
207;F
208;F
209;F
210;F
211;T
212;F
213;F
214;T
215;F
216;F
217;F
218;T
219;F
220;F
221;T
222;T
223;F
224;F
225;F
226;F
227;T
228;F
229;T
230;F
231;F
232;F
233;T
234;F
235;T
236;F
237;F
238;F
239;T
240;F
241;F
242;F
243;T
244;F
245;F
246;T
247;F
248;F
249;F
250;F
251;F
252;F
253;F
254;F
255;F
256;F
257;F
258;F
259;F
260;F
261;F
262;F
263;F
264;F
265;F
266;F
267;F
268;F
269;F
270;T
271;T
272;T
273;F
274;F
275;T
276;F
277;F
278;F
279;F
280;F
281;F
282;F
283;F
284;F
285;F
286;F
287;F
288;F
289;T
290;F
291;F
292;F
293;F
294;T
295;T
296;F
297;F
298;F
299;F
300;F
301;F
302;F
303;F
304;F
305;F
306;F
307;F
308;T
309;T
310;F
311;F
312;F
313;F
314;F
315;T
316;F
317;F
318;F
319;F
320;F
321;F
322;F
323;F
324;F
325;F
326;F
327;F
328;F
329;F
330;F
331;F
332;T
333;T
334;F
335;T
336;F
337;F
338;F
339;T
340;F
341;T
342;F
343;F
344;F
345;F
346;F
347;F
348;F
349;F
350;F
351;T
352;F
353;T
354;F
355;F
356;T
357;T
358;F
359;T
360;F
361;F
362;F
363;F
364;F
365;F
366;F
367;F
368;F
369;F
370;T
371;T
372;F
373;F
374;T
375;F
376;F
377;F
378;F
379;T
380;F
381;F
382;F
383;F
384;F
385;F
386;F
387;F
388;F
389;F
390;T
391;F
392;T
393;F
394;F
395;F
396;F
397;T
398;T
399;F
400;F
401;T
402;F
403;F
404;F
405;T
406;F
407;F
408;F
409;F
410;F
411;F
412;T
413;F
414;F
415;F
416;F
417;F
418;T
419;F
420;T
421;T
422;F
423;T
424;F
425;F
426;F
427;F
428;F
429;T
430;T
431;T
432;F
433;T
434;F
435;F
436;F
437;T
438;T
439;F
440;F
441;T
442;F
443;F
444;F
445;F
446;F
447;F
448;F
449;T
450;T
451;F
452;F
453;T
454;T
455;T
456;F
457;F
458;F
459;F
460;F
461;F
462;F
463;F
464;F
465;T
466;F
467;T
468;F
469;F
470;T
471;F
472;F
473;F
474;F
475;F
476;F
477;F
478;F
479;T
480;F
481;F
482;F
483;T
484;F
485;F
486;F
487;T
488;T
489;F
490;F
491;F
492;F
493;F
494;F
495;T
496;F
497;F
498;F
499;F
500;F
501;F
502;F
503;T
504;F
505;F
506;T
507;T
508;F
509;F
510;T
511;F
512;F
513;T
514;F
515;F
516;F
517;F
518;T
519;T
520;F
521;F
522;T
523;T
524;F
525;F
526;F
527;T
528;F
529;T
530;F
531;F
532;F
533;F
534;F
535;F
536;F
537;F
538;F
539;F
540;T
541;F
542;T
543;T
544;F
545;T
546;F
547;F
548;F
549;F
550;T
551;F
552;T
553;F
554;F
555;F
556;F
557;F
558;F
559;F
560;T
561;F
562;F
563;F
564;F
565;F
566;F
567;F
568;F
569;F
570;F
571;F
572;T
573;F
574;F
575;F
576;F
577;F
578;F
579;F
580;F
581;F
582;F
583;F
584;F
585;F
586;F
587;F
588;F
589;F
590;F
591;F
592;F
593;F
594;F
595;F
596;F
597;F
598;F
599;T
600;T
601;F
602;F
603;T
604;T
605;F
606;F
607;T
608;T
609;F
610;F
611;T
612;F
613;T
614;F
615;F
616;F
617;F
618;F
619;F
620;F
621;F
622;F
623;F
624;F
625;F
626;F
627;T
628;F
629;F
630;T
631;T
632;F
633;F
634;F
635;F
636;F
637;F
638;F
639;T
640;T
641;F
642;F
643;F
644;F
645;T
646;F
647;T
648;F
649;F
650;T
651;F
652;F
653;F
654;F
655;F
656;T
657;F
658;F
659;F
660;F
661;F
662;F
663;F
664;F
665;F
666;F
667;F
668;T
669;F
670;F
671;T
672;T
673;F
674;F
675;F
676;F
677;F
678;F
679;T
680;T
681;F
682;F
683;F
684;F
685;F
686;F
687;T
688;T
689;F
690;F
691;T
692;F
693;F
694;T
695;F
696;F
697;F
698;F
699;F
700;F
701;F
702;F
703;F
704;F
705;F
706;T
707;T
708;F
709;F
710;F
711;F
712;T
713;F
714;F
715;F
716;F
717;F
718;F
719;F
720;F
721;F
722;F
723;F
724;F
725;F
726;F
727;F
728;F
729;T
730;F
731;F
732;F
733;F
734;F
735;T
736;F
737;F
738;F
739;F
740;T
741;F
742;T
743;F
744;F
745;F
746;T
747;F
748;F
749;F
750;F
751;F
752;T
753;F
754;F
755;F
756;F
757;F
758;F
759;F
760;F
761;F
762;F
763;F
764;F
765;F
766;T
767;F
768;F
769;F
770;F
771;T
772;F
773;T
774;F
775;F
776;T
777;F
778;F
779;T
780;F
781;T
782;F
783;F
784;F
785;T
786;F
787;F
788;T
789;F
790;F
791;F
792;F
793;F
794;F
795;F
796;F
797;F
798;F
799;T
800;F
801;F
802;F
803;F
804;F
805;F
806;F
807;T
808;F
809;F
810;F
811;F
812;F
813;F
814;F
815;T
816;F
817;F
818;F
819;F
820;F
821;F
822;F
823;F
824;F
825;F
826;T
827;T
828;F
829;F
830;F
831;F
832;F
833;F
834;F
835;F
836;F
837;F
838;F
839;F
840;F
841;F
842;F
843;F
844;F
845;F
846;T
847;F
848;T
849;F
850;T
851;F
852;F
853;T
854;F
855;F
856;F
857;F
858;F
859;F
860;F
861;T
862;F
863;F
864;F
865;F
866;T
867;F
868;F
869;F
870;T
871;F
872;T
873;T
874;F
875;F
876;F
877;F
878;T
879;F
880;F
881;F
882;F
883;F
884;F
885;T
886;F
887;F
888;F
889;F
890;F
891;F
892;F
893;F
894;F
895;F
896;F
897;F
898;F
899;F
900;F
901;T
902;F
903;F
904;T
905;F
906;F
907;F
908;F
909;F
910;F
911;F
912;F
913;F
914;F
915;F
916;T
917;F
918;F
919;F
920;F
921;F
922;F
923;F
924;T
925;F
926;F
927;T
928;F
929;T
930;F
931;T
932;F
933;F
934;F
935;F
936;F
937;F
938;T
939;F
940;F
941;F
942;F
943;F
944;F
945;F
946;F
947;F
948;F
949;F
950;F
951;F
952;T
953;F
954;F
955;F
956;F
957;F
958;F
959;F
960;F
961;F
962;F
963;F
964;F
965;F
966;F
967;F
968;F
969;F
970;F
971;T
972;F
973;F
974;F
975;F
976;F
977;F
978;F
979;F
980;T
981;F
982;F
983;F
984;F
985;F
986;F
987;T
988;F
989;F
990;T
991;F
992;F
993;T
994;T
995;T
996;F
997;T
998;T
999;T
1000;F
1001;F
1002;F
1003;F
1004;F
1005;F
1006;F
1007;T
1008;F
1009;T
1010;T
1011;F
1012;T
1013;F
1014;T
1015;F
1016;F
1017;F
1018;T
1019;F
1020;F
1021;T
1022;T
1023;F
1024;F
1025;T
1026;F
1027;F
1028;F
1029;T
1030;F
1031;F
1032;F
1033;F
1034;F
1035;F
1036;F
1037;F
1038;F
1039;F
1040;T
1041;F
1042;F
1043;F
1044;F
1045;F
1046;F
1047;F
1048;F
1049;F
1050;T
1051;F
1052;T
1053;F
1054;T
1055;F
1056;F
1057;T
1058;F
1059;F
1060;F
1061;F
1062;F
1063;T
1064;F
1065;F
1066;F
1067;F
1068;F
1069;F
1070;F
1071;F
1072;F
1073;F
1074;T
1075;F
1076;T
1077;F
1078;F
1079;F
1080;F
1081;F
1082;F
1083;F
1084;F
1085;F
1086;T
1087;T
1088;T
1089;F
1090;F
1091;F
1092;F
1093;F
1094;F
1095;F
1096;F
1097;T
1098;T
1099;F
1100;T
1101;F
1102;F
1103;F
1104;T
1105;F
1106;F
1107;F
1108;F
1109;F
1110;F
1111;F
1112;T
1113;F
1114;T
1115;F
1116;F
1117;F
1118;F
1119;F
1120;F
1121;F
1122;F
1123;F
1124;F
1125;F
1126;F
1127;F
1128;T
1129;F
1130;T
1131;T
1132;F
1133;T
1134;F
1135;F
1136;F
1137;T
1138;F
1139;F
1140;T
1141;T
1142;F
1143;F
1144;F
1145;F
1146;F
1147;F
1148;F
1149;F
1150;F
1151;T
1152;F
1153;F
1154;T
1155;F
1156;F
1157;F
1158;T
1159;F
1160;T
1161;F
1162;F
1163;F
1164;T
1165;T
1166;F
1167;T
1168;F
1169;F
1170;F
1171;F
1172;F
1173;F
1174;T
1175;F
1176;F
1177;F
1178;F
1179;F
1180;F
1181;F
1182;F
1183;F
1184;F
1185;F
1186;F
1187;T
1188;F
1189;F
1190;F
1191;T
1192;F
1193;T
1194;F
1195;F
1196;F
1197;F
1198;F
1199;F
1200;F
1201;F
1202;F
1203;F
1204;T
1205;F
1206;T
1207;F
1208;F
1209;F
1210;F
1211;T
1212;F
1213;F
1214;T
1215;T
1216;F
1217;F
1218;F
1219;F
1220;F
1221;F
1222;F
1223;F
1224;T
1225;T
1226;F
1227;F
1228;T
1229;F
1230;F
1231;F
1232;F
1233;T
1234;F
1235;F
1236;T
1237;T
1238;F
1239;F
1240;T
1241;F
1242;T
1243;T
1244;F
1245;F
1246;F
1247;F
1248;F
1249;F
1250;T
1251;T
1252;F
1253;F
1254;F
1255;F
1256;F
1257;F
1258;F
1259;F
1260;T
1261;F
1262;F
1263;F
1264;F
1265;F
1266;F
1267;F
1268;T
1269;T
1270;F
1271;F
1272;F
1273;F
1274;F
1275;F
1276;T
1277;T
1278;F
1279;T
1280;F
1281;F
1282;F
1283;F
1284;F
1285;F
1286;T
1287;F
1288;F
1289;T
1290;T
1291;T
1292;F
1293;F
1294;F
1295;F
1296;F
1297;T
1298;F
1299;T
1300;F
1301;F
1302;F
1303;F
1304;F
1305;F
1306;F
1307;F
1308;F
1309;T
1310;F
1311;F
1312;F
1313;F
1314;F
1315;F
1316;F
1317;T
1318;F
1319;F
1320;F
1321;F
1322;F
1323;F
1324;F
1325;T
1326;F
1327;F
1328;F
1329;F
1330;F
1331;T
1332;F
1333;F
1334;F
1335;F
1336;F
1337;F
1338;F
1339;T
1340;F
1341;F
1342;F
1343;T
1344;F
1345;F
1346;F
1347;F
1348;T
1349;F
1350;F
1351;F
1352;F
1353;F
1354;F
1355;T
1356;F
1357;T
1358;F
1359;F
1360;F
1361;T
1362;F
1363;F
1364;T
1365;T
1366;F
1367;F
1368;F
1369;F
1370;F
1371;F
1372;T
1373;T
1374;F
1375;T
1376;F
1377;F
1378;F
1379;T
1380;F
1381;F
1382;F
1383;F
1384;F
1385;F
1386;F
1387;F
1388;F
1389;F
1390;T
1391;F
1392;T
1393;F
1394;F
1395;F
1396;T
1397;F
1398;F
1399;F
1400;F
1401;T
1402;T
1403;F
1404;T
1405;F
1406;F
1407;T
1408;T
1409;F
1410;F
1411;F
1412;F
1413;F
1414;F
1415;F
1416;T
1417;F
1418;T
1419;F
1420;T
1421;F
1422;F
1423;T
1424;F
1425;T
1426;F
1427;F
1428;F
1429;F
1430;F
1431;F
1432;F
1433;F
1434;F
